target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,start_wait_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_5_started,image_6_started,back_2_started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,j_button_started,k_button_started,l_button_started,targ_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2_started,k_button2_started,l_button2_started,j_button2_stopped,k_button2_stopped,l_button2_stopped,mainback_started,mouse_6_started,image_7_started,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,id_,date,expName,psychopyVersion,frameRate
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,15,51,9,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,negative,negative,459.680633899989,459.680633899989,459.680633899989,459.680633899989,460.648387699854,460.714610099792,l,l,1,2.12921949988231,462.783453200012,462.783453200012,462.783453200012,463.815327599877,463.815327599877,463.815327599877,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,16,52,7,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,negative,neutral,463.815327599877,463.815327599877,463.815327599877,463.815327599877,464.815696500009,464.849155799951,k,k,1,1.7439439999871,466.582126599969,466.582126599969,466.582126599969,466.582126599969,466.582126599969,466.582126599969,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,17,53,11,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,positive,positive,466.582126599969,466.582126599969,466.582126599969,466.582126599969,467.54897090001,467.616191299865,j,j,1,2.16527080000378,469.71742549981,469.71742549981,469.71742549981,470.7497401,470.7497401,470.7497401,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,0,54,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,negative,negative,470.7497401,470.7497401,470.7497401,470.7497401,471.750169700012,471.783114499878,l,l,1,2.911829699995,474.650263299933,474.650263299933,474.650263299933,475.683086899808,475.683086899808,475.683086899808,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,1,55,8,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,neutral,positive,475.683086899808,475.683086899808,475.683086899808,475.683086899808,476.68229139992,476.715947099961,j,k,0,3.81110660010017,480.484023900004,480.484023900004,480.484023900004,481.516513699898,481.516513699898,481.516513699898,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,2,56,2,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,positive,positive,481.516513699898,481.516513699898,481.516513699898,481.516513699898,482.517402399797,482.549797399901,j,j,1,4.11176600004546,486.617867199937,486.617867199937,486.617867199937,487.650527999969,487.650527999969,487.650527999969,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,3,57,17,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,neutral,positive,487.650527999969,487.650527999969,487.650527999969,487.650527999969,488.650399099803,488.683138699969,j,j,1,2.74437149986625,491.385296999943,491.385296999943,491.385296999943,492.418293699855,492.418293699855,492.418293699855,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,4,58,13,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,positive,neutral,492.418293699855,492.418293699855,492.418293699855,492.418293699855,493.416976499837,493.450993899954,k,k,1,2.10837180004455,495.518462699838,495.518462699838,495.518462699838,496.551076799864,496.551076799864,496.551076799864,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,5,59,16,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,negative,neutral,496.551076799864,496.551076799864,496.551076799864,496.551076799864,497.551309200004,497.583868099842,k,k,1,1.87794589996338,499.451433499809,499.451433499809,499.451433499809,499.451433499809,499.451433499809,499.451433499809,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,6,60,6,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,positive,negative,499.451433499809,499.451433499809,499.451433499809,499.451433499809,500.417914399877,500.485526499804,l,l,1,1.99705280014314,502.451139799785,502.451139799785,502.451139799785,502.451139799785,502.451139799785,502.451139799785,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,positive,positive,502.451139799785,502.451139799785,502.451139799785,502.451139799785,503.417624399997,503.484968799865,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
