target,distractor,set,ans1,ans2,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,word_task_thisRepN,word_task_thisTrialN,word_task_thisN,word_task_thisIndex,flanker_task_thisRepN,flanker_task_thisTrialN,flanker_task_thisN,flanker_task_thisIndex,conjunction_task_thisRepN,conjunction_task_thisTrialN,conjunction_task_thisN,conjunction_task_thisIndex,second_end_thisRepN,second_end_thisTrialN,second_end_thisN,second_end_thisIndex,last_end_thisRepN,last_end_thisTrialN,last_end_thisN,last_end_thisIndex,fl_inst_loop_thisRepN,fl_inst_loop_thisTrialN,fl_inst_loop_thisN,fl_inst_loop_thisIndex,fl_prac_loop_thisRepN,fl_prac_loop_thisTrialN,fl_prac_loop_thisN,fl_prac_loop_thisIndex,fl_main_loop_thisRepN,fl_main_loop_thisTrialN,fl_main_loop_thisN,fl_main_loop_thisIndex,conj_ins_loop_thisRepN,conj_ins_loop_thisTrialN,conj_ins_loop_thisN,conj_ins_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,back_2_started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,targ_started,fl_key_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,fl_key_keys,fl_key_corr,fl_key_rt,mainback_started,key_resp_6_keys,key_resp_6_rt,back_2_stopped,text_5_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,x____,x__,x___1,weather,flanker,conjunction,test_mode,date,expName,psychopyVersion,frameRate
positive,positive,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,positive,positive,627.414075500001,628.3967906,628.3967906,628.413454699999,j,l,0,2.10638710000057,l,0,2.07618809999985,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,positive,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,positive,neutral,631.5253574,632.513347800001,632.513347800001,632.529922199999,k,k,1,4.33028039999954,k,1,4.30311369999981,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,negative,neutral,637.8618909,638.846636,638.846636,638.864760800001,k,k,1,1.36761850000039,k,1,1.34553120000055,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,neutral,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,neutral,neutral,640.2331858,641.213283900001,641.213283900001,641.2465753,k,k,1,3.08046069999909,k,1,3.06690949999938,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
positive,negative,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,negative,positive,645.3084229,646.2969717,646.2969717,646.314617600001,j,j,1,4.309151200001,j,1,4.27991910000128,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
negative,positive,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,positive,negative,651.6292065,652.597020200001,652.597020200001,652.6318489,l,l,1,2.27974859999995,l,1,2.26880769999843,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
positive,negative,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,negative,positive,655.9031151,656.880195600001,656.880195600001,656.9134789,j,j,1,1.90939040000012,j,1,1.89630639999996,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,neutral,negative,659.8254743,660.7971598,660.7971598,660.8311765,l,l,1,1.68338659999972,l,1,1.67491700000028,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,negative,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,negative,neutral,663.506309,664.480310500001,664.480310500001,664.513622500001,k,k,1,3.19331550000061,k,1,3.17591609999909,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
negative,neutral,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,neutral,negative,668.7067178,669.696825500001,669.696825500001,669.713706,l,l,1,2.89398939999955,l,1,2.86336809999921,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
positive,neutral,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,neutral,positive,673.6052452,674.5965414,674.5965414,674.613357,j,l,0,2.65645749999931,l,0,2.63502829999925,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,9,NaN,NaN,NaN,NaN,,NaN,NaN,681.5462388,main,1,1,2,negative,negative,683.564437700001,684.5465728,684.5465728,684.579933999999,l,k,0,7.03034920000027,k,0,7.02159550000033,678.267171,space,3.2615865000007,683.564437700001,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,negative,neutral,692.6029437,693.597191699999,693.597191699999,693.614773500001,k,k,1,1.09540669999842,k,1,1.07518359999995,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
positive,neutral,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,neutral,positive,694.711481400002,695.688863399999,695.688863399999,695.7232821,j,j,1,1.34269190000123,j,1,1.31981909999922,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
negative,negative,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,negative,negative,697.0478478,698.035184600001,698.035184600001,698.053768400001,l,l,1,1.5847582000024,l,1,1.55765000000065,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
negative,positive,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,positive,negative,700.635800100001,701.630075699999,701.630075699999,701.6468747,l,l,1,1.15295590000096,l,1,1.12961910000195,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,neutral,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,neutral,neutral,702.799561600001,703.775299699999,703.775299699999,703.812235599999,k,k,1,1.4522266999993,k,1,1.44082460000027,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
positive,positive,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,positive,positive,705.2470288,706.230492499999,706.230492499999,706.2484233,j,l,0,1.67635309999969,l,0,1.66546310000012,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,neutral,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,neutral,neutral,708.924665300001,709.9137348,709.9137348,709.9305298,k,k,1,1.34252150000248,k,1,1.31832369999938,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
positive,negative,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,negative,positive,711.2685499,712.246748900001,712.246748900001,712.280042900002,j,l,0,1.29351840000163,l,0,1.27329810000265,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,positive,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,positive,neutral,714.569430800002,715.551164,715.551164,715.5854282,k,k,1,1.09148569999888,k,1,1.08040230000006,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
negative,positive,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,positive,negative,716.6667423,717.6528617,717.6528617,717.6716008,l,l,1,3.86562430000049,l,1,3.83473160000176,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
positive,neutral,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,neutral,positive,722.541697000001,723.528759600002,723.528759600002,723.5480321,j,l,0,4.990600000001,l,0,4.96713959999943,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,positive,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,positive,neutral,729.5376966,730.5300207,730.5300207,730.547195300001,k,k,1,2.83252670000002,k,1,2.80596390000028,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
negative,neutral,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,neutral,negative,734.3713737,735.365156200001,735.365156200001,735.3814231,l,j,0,2.08001129999684,j,0,2.05106999999953,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,neutral,negative,738.4523783,739.430358599999,739.430358599999,739.463820000001,l,j,0,2.26398750000226,j,0,2.25728770000023,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
positive,negative,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,negative,positive,742.7191165,743.7135815,743.7135815,743.730739400002,j,j,1,1.24223600000187,j,1,1.21473959999821,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,negative,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,negative,neutral,744.967788999998,745.951521300001,745.951521300001,745.96991,k,k,1,1.4676870000003,k,1,1.45675879999726,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
positive,positive,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,positive,positive,747.435834200001,748.413638000002,748.413638000002,748.447010299999,j,j,1,1.80745220000244,j,1,1.79443260000153,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,18,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,negative,neutral,751.2585038,752.2467904,752.2467904,752.263577000002,k,k,1,1.15976059999957,k,1,1.13037799999984,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,105,51,여성,no,yes,yes,no,2023-11-28_14h15.51.032,experiment_2311,2022.2.5,59.990953364531
